transaction_id,transaction_date,transaction_time,store_id,staff_id,customer_id,instore_yn,order,line_item_id,product_id,quantity_sold,unit_price,promo_item_yn
1915,2019-02-01,8:56:14,5,12,5453,N,1,1,36,1,3.75,N
2319,2019-02-01,8:56:27,5,12,5896,Y,1,1,29,2,2.5,N
453,2019-02-01,8:56:33,5,26,5055,N,1,1,50,1,2.5,N
6,2019-02-01,8:57:46,8,45,8398,N,1,1,54,1,2.5,N
1491,2019-02-01,8:58:04,5,12,5140,Y,1,1,44,2,2.5,N
276,2019-02-01,8:58:56,5,30,5803,Y,1,1,22,2,2.0,N
64,2019-02-01,9:00:12,5,30,5391,Y,1,1,55,1,4.0,N
2476,2019-02-01,9:00:24,8,42,8164,N,1,1,40,2,3.75,N
872,2019-02-01,9:00:55,8,45,8247,N,1,1,35,2,3.1,N
1667,2019-02-01,9:03:14,5,12,5303,Y,1,1,55,2,4.0,N
1504,2019-02-01,9:07:13,8,15,8007,N,1,1,45,1,3.0,N
1430,2019-02-01,9:07:33,5,12,5863,Y,1,1,36,1,3.75,N
1422,2019-02-01,9:08:44,5,30,5608,Y,1,1,42,2,2.5,N
2063,2019-02-01,9:10:04,8,42,8109,Y,1,1,53,2,3.0,N
733,2019-02-01,9:10:08,5,30,5385,Y,1,1,25,1,2.2,N
283,2019-02-01,9:11:06,5,30,5418,Y,1,1,56,1,2.55,N
283,2019-02-01,9:11:06,5,30,5418,Y,1,5,77,1,3.0,N
2214,2019-02-01,9:11:21,5,30,5550,N,1,1,33,2,3.5,N
1629,2019-02-01,9:13:01,5,30,5602,Y,1,1,44,1,2.5,N
577,2019-02-01,9:14:41,8,42,8350,Y,1,1,32,1,3.0,N
1460,2019-02-01,9:15:09,5,12,5538,Y,1,1,47,2,3.0,N
2007,2019-02-01,9:15:13,5,26,5902,Y,1,1,43,2,3.0,N
1410,2019-02-01,9:19:26,8,15,8197,Y,1,1,59,1,4.5,N
442,2019-02-01,9:19:27,5,26,5888,N,1,1,45,1,3.0,N
57,2019-02-01,9:20:54,8,45,8330,Y,1,1,26,2,3.0,N
1919,2019-02-01,9:21:08,5,26,5539,N,1,1,38,1,3.75,N
482,2019-02-01,9:21:10,5,30,5891,Y,1,1,59,1,4.5,N
13,2019-02-01,9:21:13,8,15,8489,N,1,1,54,2,2.5,N
9,2019-02-01,9:22:18,5,12,5910,N,1,1,50,2,2.5,N
2374,2019-02-01,9:22:46,5,12,5141,N,1,1,34,1,2.45,N
1599,2019-02-01,9:22:56,5,12,5825,Y,1,1,26,2,3.0,N
1330,2019-02-01,9:26:43,8,45,8481,Y,1,1,34,2,2.45,N
1203,2019-02-01,9:29:34,5,12,5792,N,1,1,44,2,2.5,N
482,2019-02-01,9:32:52,8,45,8458,N,1,1,57,2,3.1,N
81,2019-02-01,9:32:58,8,45,8065,Y,1,1,39,1,4.25,N
1742,2019-02-01,9:34:11,8,42,8159,N,1,1,40,2,3.75,N
2440,2019-02-01,9:34:17,8,45,8183,Y,1,1,41,2,4.25,N
1746,2019-02-01,9:34:55,5,26,5237,Y,1,1,48,2,2.5,N
1746,2019-02-01,9:34:55,5,26,5237,Y,1,5,76,1,3.5,N
1563,2019-02-01,9:34:59,8,45,8376,Y,1,1,61,2,4.75,N
1090,2019-02-01,9:35:48,5,12,5044,N,1,1,51,2,3.0,N
2471,2019-02-01,9:37:37,5,12,5515,Y,1,1,37,1,3.0,N
1736,2019-02-01,9:40:13,5,12,5439,N,1,1,41,1,4.25,N
2550,2019-02-01,9:40:44,8,15,8264,Y,1,1,23,1,2.5,N
1368,2019-02-01,9:40:46,5,26,5687,N,1,1,61,1,4.75,N
2141,2019-02-01,9:41:24,5,12,5915,N,1,1,55,1,4.0,N
1227,2019-02-01,9:41:37,5,26,5015,N,1,1,34,1,2.45,N
664,2019-02-01,9:42:00,8,15,8080,Y,1,1,47,1,3.0,N
2429,2019-02-01,9:43:39,5,26,5901,N,1,1,56,2,2.55,N
1195,2019-02-01,9:44:20,5,30,5878,N,1,1,54,2,2.5,N
2099,2019-02-01,9:44:46,5,30,5158,Y,1,1,24,1,3.0,N
2516,2019-02-01,9:46:46,5,30,5136,Y,1,1,37,2,3.0,N
2777,2019-02-01,9:47:40,8,42,8467,Y,1,1,40,2,3.75,N
2444,2019-02-01,9:48:03,8,15,8028,N,1,1,30,1,3.0,N
141,2019-02-01,9:49:19,5,12,5020,N,1,1,26,2,3.0,N
141,2019-02-01,9:49:19,5,12,5020,N,1,5,72,1,3.25,N
2770,2019-02-01,9:49:33,8,15,8181,N,1,1,29,2,2.5,N
1841,2019-02-01,9:50:44,5,12,5415,N,1,1,37,2,3.0,N
1841,2019-02-01,9:50:44,5,12,5415,N,1,5,69,1,3.25,N
1598,2019-02-01,9:51:15,5,12,5144,N,1,1,26,2,3.0,N
1674,2019-02-01,9:52:58,5,12,5285,Y,1,1,50,1,2.5,N
853,2019-02-01,9:53:28,8,45,8075,N,1,1,47,1,3.0,N
1627,2019-02-01,9:53:49,8,15,8159,Y,1,1,35,1,3.1,N
2268,2019-02-01,9:54:46,5,12,5610,Y,1,1,23,1,2.5,N
1202,2019-02-01,9:55:02,5,26,5566,Y,1,1,60,1,3.75,N
1202,2019-02-01,9:55:02,5,26,5566,Y,1,5,70,1,3.25,N
2087,2019-02-01,9:55:16,5,12,5561,Y,1,1,43,2,3.0,N
2092,2019-02-01,9:57:34,8,45,8455,Y,1,1,25,1,2.2,N
2652,2019-02-01,9:57:45,8,42,8173,N,1,1,33,2,3.5,N
1822,2019-02-01,9:58:02,5,12,5103,Y,1,1,46,2,2.5,N
968,2019-02-01,9:59:02,5,12,5750,Y,1,1,47,2,3.0,N
1621,2019-02-01,10:01:49,8,15,8225,N,1,1,49,1,3.0,N
543,2019-02-01,10:05:01,5,12,5272,N,1,1,61,2,4.75,N
1481,2019-02-01,10:09:04,8,45,8291,N,1,1,27,2,3.5,N
1481,2019-02-01,10:09:04,8,45,8291,N,1,5,71,1,3.75,N
2064,2019-02-01,10:10:11,5,26,5630,Y,1,1,61,1,4.75,N
1765,2019-02-01,10:11:18,8,45,8418,Y,1,1,44,2,2.5,N
2105,2019-02-01,10:13:35,5,30,5726,N,1,1,46,1,2.5,N
491,2019-02-01,10:13:58,5,26,5663,N,1,1,53,1,3.0,N
1688,2019-02-01,10:14:49,5,30,5071,N,1,1,26,1,3.0,N
1688,2019-02-01,10:14:49,5,30,5071,N,1,5,71,1,3.75,N
442,2019-02-01,10:16:33,8,45,8007,Y,1,1,54,1,2.5,N
303,2019-02-01,10:18:21,8,45,8234,N,1,1,33,2,3.5,N
1752,2019-02-01,10:18:52,5,26,5619,N,1,1,25,2,2.2,N
759,2019-02-01,10:22:06,5,26,5806,N,1,1,22,1,2.0,N
759,2019-02-01,10:22:06,5,26,5806,N,1,5,77,1,3.0,N
2457,2019-02-01,10:23:01,8,15,8397,N,1,1,48,2,2.5,N
715,2019-02-01,10:23:49,5,26,5056,N,1,1,36,2,3.75,N
1234,2019-02-01,10:24:35,8,15,8121,Y,1,1,55,1,4.0,N
45,2019-02-01,10:25:22,8,42,8445,N,1,1,56,2,2.55,N
1211,2019-02-01,10:25:45,5,26,5073,N,1,1,58,2,3.5,N
1211,2019-02-01,10:25:45,5,26,5073,N,1,5,74,1,3.5,N
1471,2019-02-01,10:27:34,8,45,8081,N,1,1,29,1,2.5,N
1471,2019-02-01,10:27:34,8,45,8081,N,1,5,77,1,3.0,N
1054,2019-02-01,10:28:40,5,12,5175,Y,1,1,47,1,3.0,N
1766,2019-02-01,10:31:15,5,30,5291,Y,1,1,32,1,3.0,N
1083,2019-02-01,10:34:22,8,42,8489,Y,1,1,57,2,3.1,N
295,2019-02-01,10:35:05,8,15,8366,N,1,1,41,2,4.25,N
2403,2019-02-01,10:35:38,5,30,5029,Y,1,1,43,2,3.0,N
1872,2019-02-01,10:35:47,8,45,8059,Y,1,1,60,1,3.75,N
5,2019-02-01,10:38:16,8,45,8448,Y,1,1,57,1,3.1,N
5,2019-02-01,10:38:16,8,45,8448,Y,1,5,69,1,3.25,N
2666,2019-02-01,10:39:40,8,42,8257,N,1,1,60,2,3.75,N
700,2019-02-01,10:39:45,8,15,8446,Y,1,1,34,2,2.45,N
1390,2019-02-01,10:41:35,5,12,5252,Y,1,1,26,1,3.0,N
1390,2019-02-01,10:41:35,5,12,5252,Y,1,5,69,1,3.25,N
842,2019-02-01,10:41:53,5,12,5392,Y,1,1,59,1,4.5,N
2534,2019-02-01,10:43:23,8,45,8150,N,1,1,49,1,3.0,N
409,2019-02-01,10:45:36,8,42,8266,N,1,1,36,1,3.75,N
1708,2019-02-01,10:49:51,5,30,5394,Y,1,1,61,2,4.75,N
933,2019-02-01,10:51:17,5,30,5746,N,1,1,47,1,3.0,N
1125,2019-02-01,10:51:23,5,30,5063,Y,1,1,59,2,4.5,N
1495,2019-02-01,10:51:35,8,15,8001,Y,1,1,54,1,2.5,N
995,2019-02-01,10:55:08,5,26,5890,N,1,1,32,1,3.0,N
995,2019-02-01,10:55:08,5,26,5890,N,1,5,73,1,3.75,N
1711,2019-02-01,10:59:37,8,45,8003,Y,1,1,48,1,2.5,N
2194,2019-02-01,11:01:48,5,26,5794,Y,1,1,45,2,3.0,N
2194,2019-02-01,11:01:48,5,26,5794,Y,1,5,72,1,3.25,N
1355,2019-02-01,11:01:58,3,17,580,Y,1,1,38,1,3.75,N
1355,2019-02-01,11:01:58,3,17,580,Y,1,5,75,1,3.5,N
1003,2019-02-01,11:03:25,5,12,5559,N,1,1,47,2,3.0,N
1003,2019-02-01,11:03:25,5,12,5559,N,1,5,75,1,3.5,N
1113,2019-02-01,11:04:32,8,15,8406,N,1,1,39,2,4.25,N
1293,2019-02-01,11:05:21,3,17,447,N,1,1,31,2,2.2,N
1616,2019-02-01,11:06:13,5,12,5546,Y,1,1,57,1,3.1,N
1616,2019-02-01,11:06:13,5,12,5546,Y,1,5,71,1,3.75,N
2501,2019-02-01,11:07:09,5,30,5485,N,1,1,54,1,2.5,N
2304,2019-02-01,11:07:10,8,45,8325,N,1,1,23,1,2.5,N
676,2019-02-01,11:09:01,3,12,289,N,1,1,59,1,4.5,N
2227,2019-02-01,11:10:21,3,17,172,N,1,1,47,1,3.0,N
2227,2019-02-01,11:10:21,3,17,172,N,1,5,79,1,3.75,N
2186,2019-02-01,11:10:45,5,26,5644,N,1,1,22,1,2.0,N
2186,2019-02-01,11:10:45,5,26,5644,N,1,5,70,1,3.25,N
1634,2019-02-01,11:10:58,3,17,335,N,1,1,46,1,2.5,N
828,2019-02-01,11:14:07,3,12,456,Y,1,1,52,1,2.5,N
2081,2019-02-01,11:15:02,3,17,393,Y,1,1,42,1,2.5,N
2081,2019-02-01,11:15:02,3,17,393,Y,1,5,78,1,4.5,N
1017,2019-02-01,11:15:33,3,17,318,Y,1,1,54,1,2.5,N
249,2019-02-01,11:15:38,3,12,22,Y,1,1,52,1,2.5,N
2541,2019-02-01,11:16:02,3,12,244,N,1,1,45,2,3.0,N
1130,2019-02-01,11:16:36,8,42,8146,Y,1,1,41,2,4.25,N
1085,2019-02-01,11:16:40,8,15,8227,N,1,1,47,2,3.0,N
2090,2019-02-01,11:19:33,8,45,8011,N,1,1,60,1,3.75,N
2090,2019-02-01,11:19:33,8,45,8011,N,1,5,73,1,3.75,N
1236,2019-02-01,11:21:04,5,26,5480,N,1,1,51,2,3.0,N
763,2019-02-01,11:21:05,5,12,5515,N,1,1,47,1,3.0,N
2195,2019-02-01,11:21:10,8,45,8061,Y,1,1,40,1,3.75,N
818,2019-02-01,11:21:47,8,15,8410,N,1,1,40,2,3.75,N
402,2019-02-01,11:23:01,8,15,8381,Y,1,1,31,1,2.2,N
496,2019-02-01,11:23:23,5,12,5230,Y,1,1,38,2,3.75,N
2288,2019-02-01,11:23:43,5,12,5055,Y,1,1,60,2,3.75,N
2288,2019-02-01,11:23:43,5,12,5055,Y,1,5,77,1,3.0,N
2013,2019-02-01,11:24:22,8,42,8074,Y,1,1,38,2,3.75,N
1936,2019-02-01,11:25:37,5,26,5822,Y,1,1,40,2,3.75,N
1894,2019-02-01,11:28:29,3,17,248,Y,1,1,33,2,3.5,N
1601,2019-02-01,11:29:25,5,12,5403,N,1,1,56,2,2.55,N
2005,2019-02-01,11:29:26,8,15,8139,N,1,1,42,2,2.5,N
463,2019-02-01,11:29:45,8,45,8267,Y,1,1,57,2,3.1,N
1005,2019-02-01,11:29:57,8,42,8267,Y,1,1,35,2,3.1,N
1005,2019-02-01,11:29:57,8,42,8267,Y,1,5,78,1,4.5,N
2006,2019-02-01,11:30:49,3,12,526,N,1,1,24,2,3.0,N
2311,2019-02-01,11:31:35,8,45,8446,Y,1,1,24,1,3.0,N
385,2019-02-01,11:32:46,3,12,565,Y,1,1,31,2,2.2,N
1143,2019-02-01,11:33:08,8,15,8024,N,1,1,45,2,3.0,N
1247,2019-02-01,11:33:29,3,12,146,Y,1,1,45,1,3.0,N
1247,2019-02-01,11:33:29,3,12,146,Y,1,5,74,1,3.5,N
1345,2019-02-01,11:38:57,8,45,8073,Y,1,1,61,2,4.75,N
1772,2019-02-01,11:39:14,5,26,5226,N,1,1,60,1,3.75,N
1772,2019-02-01,11:39:14,5,26,5226,N,1,5,71,1,3.75,N
1896,2019-02-01,11:39:44,5,12,5266,N,1,1,27,2,3.5,N
1896,2019-02-01,11:39:44,5,12,5266,N,1,5,74,1,3.5,N
90,2019-02-01,11:40:20,3,17,595,N,1,1,47,1,3.0,N
1404,2019-02-01,11:40:20,3,12,534,Y,1,1,61,1,4.75,N
80,2019-02-01,11:41:11,8,42,8386,Y,1,1,32,1,3.0,N
2177,2019-02-01,11:41:19,3,17,794,Y,1,1,57,1,3.1,N
1747,2019-02-01,11:41:37,3,12,42,Y,1,1,40,2,3.75,N
1575,2019-02-01,11:41:46,3,17,686,Y,1,1,57,2,3.1,N
794,2019-02-01,11:42:44,5,30,5716,N,1,1,46,1,2.5,N
2258,2019-02-01,11:43:57,3,17,694,N,1,1,25,2,2.2,N
1998,2019-02-01,11:44:09,5,12,5343,N,1,1,38,1,3.75,N
921,2019-02-01,11:44:31,3,12,773,N,1,1,56,1,2.55,N
565,2019-02-01,11:45:11,3,12,284,N,1,1,51,2,3.0,N
1673,2019-02-01,11:45:43,5,30,5545,N,1,1,39,1,4.25,N
1387,2019-02-01,11:45:44,5,26,5154,N,1,1,51,2,3.0,N
1847,2019-02-01,11:45:54,8,42,8307,Y,1,1,27,2,3.5,N
2669,2019-02-01,11:46:35,8,15,8303,N,1,1,47,2,3.0,N
2056,2019-02-01,11:47:45,8,45,8304,Y,1,1,48,2,2.5,N
1393,2019-02-01,11:48:56,8,15,8480,N,1,1,50,2,2.5,N
2219,2019-02-01,11:49:37,3,12,186,N,1,1,54,1,2.5,N
2571,2019-02-01,11:49:42,8,15,8219,Y,1,1,54,1,2.5,N
2571,2019-02-01,11:49:42,8,15,8219,Y,1,5,72,1,3.25,N
2521,2019-02-01,11:50:16,3,12,549,Y,1,1,26,2,3.0,N
606,2019-02-01,11:50:58,5,12,5614,Y,1,1,45,2,3.0,N
262,2019-02-01,11:52:08,3,12,189,N,1,1,58,1,3.5,N
300,2019-02-01,11:52:31,5,26,5131,N,1,1,57,1,3.1,N
986,2019-02-01,11:53:59,8,42,8383,N,1,1,58,2,3.5,N
1959,2019-02-01,11:54:30,5,30,5926,Y,1,1,34,1,2.45,N
976,2019-02-01,11:54:38,5,30,5096,Y,1,1,23,1,2.5,N
1072,2019-02-01,11:54:39,5,26,5035,N,1,1,49,1,3.0,N
2333,2019-02-01,11:54:56,3,12,783,N,1,1,56,2,2.55,N
104,2019-02-01,11:55:07,5,30,5712,N,1,1,59,2,4.5,N
2545,2019-02-01,11:55:20,8,15,8319,N,1,1,39,2,4.25,N
823,2019-02-01,11:57:05,8,15,8209,N,1,1,51,2,3.0,N
684,2019-02-01,11:57:17,3,12,693,Y,1,1,37,2,3.0,N
1233,2019-02-01,11:57:17,5,30,5079,Y,1,1,58,1,3.5,N
1567,2019-02-01,11:58:15,3,17,599,N,1,1,60,2,3.75,N
1416,2019-02-01,11:59:48,3,17,391,N,1,1,52,2,2.5,N
2470,2019-02-01,12:01:20,3,12,8,N,1,1,35,2,3.1,N
2470,2019-02-01,12:01:20,3,12,8,N,1,5,75,1,3.5,N
247,2019-02-01,12:01:39,8,15,8221,Y,1,1,26,2,3.0,N
2590,2019-02-01,12:03:09,8,42,8365,Y,1,1,36,1,3.75,N
1146,2019-02-01,12:03:38,8,42,8367,Y,1,1,47,1,3.0,N
1325,2019-02-01,12:03:43,3,17,477,Y,1,1,44,1,2.5,N
2288,2019-02-01,12:08:11,8,45,8406,N,1,1,27,1,3.5,N
353,2019-02-01,12:08:21,5,30,5103,N,1,1,43,1,3.0,N
2536,2019-02-01,12:08:36,3,12,774,N,1,1,52,1,2.5,N
2536,2019-02-01,12:08:36,3,12,774,N,1,5,69,1,3.25,N
565,2019-02-01,12:09:04,8,15,8042,N,1,1,87,1,3.0,N
227,2019-02-01,12:09:11,3,17,521,N,1,1,28,2,2.0,N
1832,2019-02-01,12:09:12,8,15,8466,Y,1,1,50,2,2.5,N
1650,2019-02-01,12:11:04,8,42,8343,N,1,1,25,2,2.2,N
1145,2019-02-01,12:13:07,3,12,328,N,1,1,42,1,2.5,N
2054,2019-02-01,12:13:07,5,30,5940,Y,1,1,38,2,3.75,N
1062,2019-02-01,12:13:41,8,45,8194,Y,1,1,59,1,4.5,N
2420,2019-02-01,12:16:19,5,30,5354,N,1,1,33,2,3.5,N
932,2019-02-01,12:18:07,5,26,5324,Y,1,1,25,2,2.2,N
2352,2019-02-01,12:19:10,8,15,8279,N,1,1,61,2,4.75,N
566,2019-02-01,12:20:16,3,17,384,Y,1,1,60,2,3.75,N
390,2019-02-01,12:20:37,3,12,52,Y,1,1,25,1,2.2,N
1899,2019-02-01,12:23:39,3,12,767,N,1,1,24,1,3.0,N
150,2019-02-01,12:24:53,3,17,604,Y,1,1,28,1,2.0,N
2267,2019-02-01,12:25:49,8,42,8333,Y,1,1,49,2,3.0,N
891,2019-02-01,12:27:06,5,30,5651,Y,1,1,41,2,4.25,N
296,2019-02-01,12:27:08,8,45,8142,Y,1,1,39,1,4.25,N
91,2019-02-01,12:27:43,3,12,500,N,1,1,25,2,2.2,N
1406,2019-02-01,12:27:46,3,12,231,Y,1,1,59,1,4.5,N
253,2019-02-01,12:28:36,8,15,8307,N,1,1,43,1,3.0,N
2385,2019-02-01,12:29:20,8,45,8079,N,1,1,60,2,3.75,N
1570,2019-02-01,12:30:39,3,12,259,N,1,1,48,2,2.5,N
709,2019-02-01,12:30:46,3,17,120,N,1,1,44,2,2.5,N
2531,2019-02-01,12:30:49,8,15,8169,Y,1,1,38,1,3.75,N
1949,2019-02-01,12:31:38,3,12,674,N,1,1,35,2,3.1,N
1065,2019-02-01,12:33:35,3,17,231,Y,1,1,29,2,2.5,N
39,2019-02-01,12:34:26,5,12,5796,Y,1,1,37,1,3.0,N
698,2019-02-01,12:34:47,5,12,5500,Y,1,1,47,1,3.0,N
954,2019-02-01,12:35:53,5,26,5221,Y,1,1,31,2,2.2,N
1681,2019-02-01,12:38:28,8,45,8450,Y,1,1,49,2,3.0,N
1185,2019-02-01,12:40:00,3,17,490,N,1,1,37,2,3.0,N
1185,2019-02-01,12:40:00,3,17,490,N,1,5,69,1,3.25,N
2341,2019-02-01,12:40:18,3,17,261,Y,1,1,28,1,2.0,N
2341,2019-02-01,12:40:18,3,17,261,Y,1,5,70,1,3.25,N
497,2019-02-01,12:40:31,8,45,8395,Y,1,1,42,2,2.5,N
2539,2019-02-01,12:42:11,3,12,90,Y,1,1,60,1,3.75,N
1821,2019-02-01,12:43:01,5,12,5889,Y,1,1,26,1,3.0,N
1821,2019-02-01,12:43:01,5,12,5889,Y,1,5,72,1,3.25,N
132,2019-02-01,12:44:03,8,15,8296,Y,1,1,28,2,2.0,N
2093,2019-02-01,12:44:31,3,17,564,N,1,1,53,1,3.0,N
2067,2019-02-01,12:44:32,3,12,387,Y,1,1,52,1,2.5,N
861,2019-02-01,12:45:19,8,45,8039,Y,1,1,26,2,3.0,N
588,2019-02-01,12:45:52,3,17,200,Y,1,1,28,2,2.0,N
237,2019-02-01,12:45:56,8,45,8407,N,1,1,33,1,3.5,N
739,2019-02-01,12:46:22,3,17,230,Y,1,1,56,1,2.55,N
2486,2019-02-01,12:47:37,3,17,95,N,1,1,54,1,2.5,N
2197,2019-02-01,12:49:05,5,30,5575,N,1,1,44,1,2.5,N
2735,2019-02-01,12:49:16,8,42,8419,Y,1,1,32,2,3.0,N
274,2019-02-01,12:49:48,8,45,8377,Y,1,1,30,1,3.0,N
1920,2019-02-01,12:50:15,3,17,652,Y,1,1,59,1,4.5,N
2252,2019-02-01,12:50:19,3,17,378,N,1,1,46,2,2.5,N
1125,2019-02-01,12:50:28,3,12,184,Y,1,1,32,2,3.0,N
281,2019-02-01,12:51:21,8,42,8463,Y,1,1,53,1,3.0,N
1095,2019-02-01,12:52:18,5,26,5553,Y,1,1,56,1,2.55,N
1095,2019-02-01,12:52:18,5,26,5553,Y,1,5,75,1,3.5,N
1695,2019-02-01,12:52:27,3,12,167,N,1,1,35,2,3.1,N
